id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target,Inflight_entertainment_wifi,Online_support_ease_booking,Onboard_service_legroom
185,Male,Loyal Customer,48,Personal Travel,Eco,7.636752112435779,3,1,3,1,1,4,5,4,3,4,1,1.791759469228055,1.791759469228055,0,3,1,20
186,Female,Loyal Customer,32,Business travel,Business,8.342601680684194,4,4,4,5,4,3,2,5,4,5,4,2.833213344056216,2.70805020110221,1,16,20,6
187,Female,disloyal Customer,32,Business travel,Business,7.604396348796338,3,5,4,5,5,4,3,4,4,5,5,0.0,0.0,0,20,25,12
188,Female,Loyal Customer,50,Personal Travel,Eco,7.656810091480378,4,4,3,3,3,3,5,3,4,3,3,2.772588722239781,0.0,1,12,9,15
189,Male,Loyal Customer,80,Business travel,Business,7.81035268372429,1,3,1,3,3,3,3,3,1,3,4,2.5649493574615367,0.0,1,3,9,9
190,Female,Loyal Customer,48,Business travel,Business,7.533693709848633,3,3,5,5,4,4,4,4,4,4,5,0.0,0.0,1,15,20,16
191,Female,Loyal Customer,49,Personal Travel,Eco Plus,4.330733340286331,2,3,4,5,4,4,4,4,5,4,4,0.0,0.0,1,12,20,16
192,Male,disloyal Customer,20,Personal Travel,Eco,7.70796153183549,3,1,3,1,1,3,4,4,4,5,1,0.0,0.0,0,3,1,12
193,Male,Loyal Customer,47,Business travel,Business,7.666690200080086,0,1,5,5,4,4,1,1,4,4,3,3.784189633918261,3.713572066704308,1,5,20,4
194,Male,Loyal Customer,14,Personal Travel,Eco,7.4318919168078,4,3,4,3,3,3,4,3,4,3,3,0.0,0.0,0,12,9,12
195,Female,Loyal Customer,37,Business travel,Business,7.798112628829788,3,3,3,2,5,5,5,5,5,5,1,0.0,0.0,1,9,10,25
196,Male,Loyal Customer,43,Personal Travel,Eco,7.426549072397305,2,3,2,3,3,4,3,3,3,3,3,2.1972245773362196,0.0,0,6,9,12
197,Male,Loyal Customer,28,Business travel,Business,7.602900462204755,5,4,4,4,4,5,3,5,4,4,4,0.0,0.0,1,16,16,15
198,Female,Loyal Customer,18,Business travel,Business,8.028781162487148,1,1,1,1,1,3,4,3,3,3,1,3.4965075614664802,3.4965075614664802,0,1,1,12
199,Female,Loyal Customer,13,Personal Travel,Eco,7.868636894184167,3,3,4,5,5,5,5,5,5,5,5,3.044522437723423,2.70805020110221,1,12,25,25
200,Male,Loyal Customer,38,Business travel,Eco,7.688455356549944,2,2,3,2,2,3,1,4,4,4,2,0.0,0.0,0,6,4,3
201,Female,disloyal Customer,49,Business travel,Business,7.817222785508166,4,2,4,2,2,4,2,5,4,5,2,1.3862943611198906,0.0,1,8,4,8
202,Female,Loyal Customer,60,Personal Travel,Business,6.171700597410915,3,5,5,4,1,1,4,1,4,1,3,2.302585092994046,1.791759469228055,0,25,4,4
203,Male,Loyal Customer,40,Business travel,Business,7.661997558901893,2,3,4,4,4,4,4,4,4,4,4,0.0,0.0,1,12,16,16
204,Male,Loyal Customer,63,Personal Travel,Eco,7.935229539816907,1,1,1,1,1,4,4,3,2,3,1,0.0,1.9459101490553132,0,1,1,16
205,Male,Loyal Customer,43,Business travel,Business,5.6937321388027,4,3,4,4,5,5,5,5,3,5,5,0.0,0.0,1,12,20,25
206,Male,Loyal Customer,38,Business travel,Business,6.775366090936392,5,3,4,4,4,4,4,4,5,4,5,0.0,0.0,1,12,16,16
207,Male,Loyal Customer,30,Business travel,Business,7.87587915949631,4,5,5,5,5,4,2,5,3,5,5,0.0,0.0,1,25,25,8
208,Female,Loyal Customer,44,Business travel,Business,8.555066843844319,3,3,3,3,4,5,3,2,3,4,3,4.663439094112067,4.990432586778736,1,9,12,15
209,Male,Loyal Customer,55,Business travel,Business,7.38025578842646,2,4,4,4,5,5,5,5,5,5,3,0.0,0.0,1,16,20,25
210,Male,Loyal Customer,15,Business travel,Eco Plus,7.811163385025279,3,3,3,2,3,3,3,4,1,4,3,2.1972245773362196,0.0,0,9,6,9
211,Male,Loyal Customer,25,Business travel,Business,7.984121958702927,1,4,4,4,4,5,3,4,5,5,4,0.0,1.0986122886681098,1,16,16,15
212,Male,disloyal Customer,38,Business travel,Business,7.205635176410364,3,3,3,2,3,5,4,4,4,4,3,0.0,0.0,0,9,6,20
213,Male,Loyal Customer,55,Business travel,Eco,7.496097345175956,4,4,4,4,4,3,3,3,3,4,4,1.791759469228055,0.0,0,16,16,9
214,Male,Loyal Customer,53,Business travel,Business,6.20455776256869,4,2,4,4,4,4,4,4,5,4,4,3.9318256327243257,3.7612001156935624,1,8,16,16
215,Female,Loyal Customer,38,Business travel,Business,7.2196420401307355,3,3,5,5,3,3,3,3,4,3,3,1.9459101490553132,0.0,1,15,15,9
216,Female,Loyal Customer,43,Business travel,Business,7.470224135899966,4,4,4,5,3,3,4,3,3,3,5,2.6390573296152584,2.772588722239781,1,16,15,12
217,Male,Loyal Customer,77,Business travel,Business,7.776115477098742,3,1,3,5,1,1,2,1,1,1,3,0.0,2.3978952727983707,1,3,5,2
218,Female,Loyal Customer,28,Business travel,Business,8.003697339094368,1,4,4,4,4,3,3,4,3,5,4,2.302585092994046,1.3862943611198906,1,16,16,9
219,Female,Loyal Customer,51,Business travel,Business,8.445911989411274,2,2,2,2,1,4,3,4,2,1,2,5.616771097666572,5.579729825986222,0,4,2,12
220,Male,Loyal Customer,33,Business travel,Business,8.315321775377567,3,4,4,4,3,4,4,5,4,5,4,5.337538079701318,5.342334251964811,1,16,12,16
221,Female,Loyal Customer,23,Personal Travel,Eco,7.866722285136729,5,4,4,4,4,3,5,4,4,5,4,0.0,0.0,1,16,16,15
222,Female,Loyal Customer,18,Business travel,Business,8.09162741160107,3,3,3,3,3,4,2,3,2,3,3,0.0,2.772588722239781,0,9,9,8
223,Male,Loyal Customer,41,Business travel,Eco Plus,7.491087593534876,5,5,5,5,5,3,5,4,2,5,5,0.0,1.6094379124341003,1,25,25,15
224,Female,Loyal Customer,51,Business travel,Eco,6.208590026096629,2,1,3,4,2,2,2,2,3,2,2,2.1972245773362196,0.0,0,3,8,4
225,Male,Loyal Customer,18,Personal Travel,Eco,7.616283561580385,4,5,4,5,5,1,2,3,5,3,5,1.3862943611198906,0.0,0,20,25,2
226,Male,disloyal Customer,43,Business travel,Eco,7.843848638152472,2,4,2,1,4,4,4,4,4,4,4,3.091042453358316,2.6390573296152584,0,8,4,16
227,Male,Loyal Customer,61,Personal Travel,Eco,7.05444965813294,4,1,4,1,1,5,4,5,4,4,1,0.0,0.0,0,4,1,20
228,Female,disloyal Customer,40,Business travel,Business,7.504391559161238,2,3,2,3,3,1,1,5,2,5,3,0.0,0.0,0,6,9,1
229,Male,Loyal Customer,46,Personal Travel,Eco,7.976938756959434,1,3,0,3,3,5,1,1,1,3,3,3.4965075614664802,3.332204510175204,0,0,9,5
230,Male,Loyal Customer,41,Business travel,Business,5.7899601708972535,3,5,5,5,4,4,4,4,4,4,5,0.0,2.4849066497880004,1,25,20,16
231,Male,Loyal Customer,64,Personal Travel,Eco,7.502738210754851,2,3,2,4,3,5,2,4,5,5,3,1.3862943611198906,0.0,0,6,12,10
232,Male,Loyal Customer,56,Personal Travel,Eco,7.67786350067821,1,2,5,2,2,3,5,4,3,4,2,0.0,0.0,0,10,4,15
233,Male,Loyal Customer,31,Business travel,Business,7.149916836132109,1,1,2,1,1,4,5,1,1,1,1,3.8066624897703196,3.8501476017100584,0,2,1,20
234,Male,Loyal Customer,35,Business travel,Eco,7.711996507047669,1,1,1,1,1,4,1,4,4,4,1,0.0,0.0,0,1,1,4
235,Male,Loyal Customer,48,Personal Travel,Business,4.442651256490317,2,5,2,1,1,1,2,4,2,1,3,0.0,0.0,0,10,1,2
236,Male,Loyal Customer,33,Personal Travel,Eco,7.620705086838262,4,4,4,4,4,1,3,4,2,3,4,0.0,0.0,1,16,16,3
237,Male,Loyal Customer,44,Business travel,Business,7.769800996003896,2,2,5,5,5,5,5,5,3,5,4,0.0,0.0,1,10,25,25
238,Male,Loyal Customer,15,Personal Travel,Business,7.930206206684683,2,3,2,3,3,2,3,3,1,4,3,0.0,0.0,0,6,9,6
239,Female,Loyal Customer,58,Business travel,Business,6.517671272912275,5,5,5,4,4,4,4,4,4,4,3,2.3978952727983707,1.791759469228055,1,25,16,16
240,Male,Loyal Customer,52,Personal Travel,Business,7.095064377287131,3,3,4,4,1,1,4,1,4,1,5,0.0,0.0,0,12,4,4
241,Male,Loyal Customer,39,Business travel,Business,7.56734567601324,4,3,5,4,4,4,4,4,4,4,5,0.0,0.0,1,15,16,16
242,Female,Loyal Customer,46,Business travel,Eco,6.317164686747284,5,4,5,4,5,5,5,5,2,5,2,0.0,2.0794415416798357,1,20,20,25
243,Male,Loyal Customer,44,Business travel,Business,7.283448228756631,3,4,5,4,4,4,4,4,3,4,4,0.0,1.3862943611198906,1,20,16,16
244,Male,Loyal Customer,49,Personal Travel,Eco Plus,7.665753431861699,3,3,3,3,3,4,3,3,3,4,3,0.0,0.0,0,9,9,12
245,Male,Loyal Customer,9,Business travel,Business,7.68017564043659,3,3,3,3,3,2,5,2,3,3,3,0.0,3.6109179126442243,0,9,9,10
246,Female,Loyal Customer,41,Business travel,Business,7.075808863978387,2,1,3,1,5,5,5,5,1,5,4,0.0,0.0,1,3,5,25
247,Male,Loyal Customer,48,Business travel,Eco Plus,8.179199798423086,5,5,5,5,5,4,4,4,4,1,5,1.3862943611198906,0.0,1,25,25,16
248,Female,Loyal Customer,33,Business travel,Business,7.866338923046544,2,5,4,4,2,2,2,2,2,2,1,0.0,0.0,0,20,8,4
249,Male,Loyal Customer,22,Personal Travel,Eco,7.5745584842024805,1,1,1,1,1,3,5,2,2,1,1,4.248495242049359,3.912023005428146,0,1,1,15
250,Male,Loyal Customer,15,Business travel,Eco,7.413970290190444,3,3,3,1,3,4,5,2,3,3,3,2.6390573296152584,2.9444389791664403,0,9,3,20
251,Female,Loyal Customer,40,Business travel,Business,8.044947049617722,2,2,4,3,2,2,3,2,4,2,3,4.672828834461906,4.836281906951478,0,8,6,6
252,Female,Loyal Customer,64,Personal Travel,Eco,7.418180822726788,4,1,3,3,4,4,4,4,5,4,2,1.3862943611198906,0.0,1,3,12,16
253,Male,Loyal Customer,52,Business travel,Business,6.150602768446279,4,4,5,4,5,5,4,5,4,5,5,0.0,1.3862943611198906,1,20,20,20
254,Female,Loyal Customer,34,Personal Travel,Eco Plus,7.459914766241105,4,1,5,1,1,5,3,4,2,1,1,3.4011973816621555,3.5263605246161616,0,5,1,15
255,Male,Loyal Customer,51,Business travel,Business,7.851271997109883,0,3,5,5,3,3,3,3,3,3,3,0.0,0.0,1,15,15,9
256,Male,disloyal Customer,25,Business travel,Business,7.426549072397305,3,2,3,2,2,3,3,4,5,5,2,0.0,0.0,0,6,4,9
257,Male,Loyal Customer,40,Business travel,Business,7.786967002614872,5,2,5,5,3,3,3,3,4,3,3,3.4965075614664802,2.4849066497880004,1,10,15,9
258,Female,Loyal Customer,7,Personal Travel,Eco,7.1808311990445555,4,5,5,5,4,3,4,4,5,4,5,0.0,0.0,1,25,20,12
259,Male,Loyal Customer,28,Business travel,Business,8.103796712981794,3,4,4,4,4,5,4,5,4,4,4,0.0,0.0,1,16,16,20
260,Female,Loyal Customer,40,Personal Travel,Eco,7.397561535524052,2,5,5,5,5,5,5,5,5,5,5,0.0,0.0,1,25,25,25
261,Female,Loyal Customer,48,Business travel,Eco Plus,7.716460800176355,4,4,4,4,3,2,5,1,4,2,4,5.153291594497779,5.123963979403259,1,16,12,10
262,Male,disloyal Customer,30,Business travel,Business,7.722234744709607,4,2,4,2,2,1,4,3,3,3,2,0.0,0.0,0,8,4,4
263,Male,Loyal Customer,65,Personal Travel,Eco,7.318539548567902,3,4,3,4,4,5,5,5,5,5,4,3.258096538021482,3.332204510175204,0,12,16,25
264,Male,Loyal Customer,43,Personal Travel,Eco,8.133293861222633,4,5,3,4,5,1,5,3,2,3,5,1.3862943611198906,3.4339872044851463,0,15,20,5
265,Male,Loyal Customer,31,Business travel,Eco,8.199189359078067,5,5,5,5,5,3,5,5,2,2,5,0.0,0.0,1,25,25,15
266,Female,disloyal Customer,27,Business travel,Eco,7.698029170272805,3,1,3,2,1,2,2,1,2,5,1,0.0,0.0,0,3,2,4
267,Female,disloyal Customer,30,Business travel,Business,7.676473646389156,2,3,2,3,3,2,2,4,3,3,3,0.0,0.0,0,6,9,4
268,Male,Loyal Customer,22,Personal Travel,Eco,7.804659297056102,4,4,4,4,4,4,2,2,1,2,4,1.791759469228055,1.0986122886681098,1,16,16,8
269,Male,Loyal Customer,18,Business travel,Eco,7.798523053625206,4,4,4,4,4,1,4,4,5,3,4,4.356708826689592,3.912023005428146,1,16,16,4
270,Male,Loyal Customer,30,Business travel,Business,8.085178748074537,1,4,4,4,4,5,4,4,5,5,4,0.0,0.0,1,16,16,20
271,Male,Loyal Customer,51,Personal Travel,Eco,7.908387159290043,0,3,0,3,3,3,3,2,2,2,3,3.4011973816621555,2.6390573296152584,1,0,9,9
272,Female,Loyal Customer,60,Business travel,Business,7.466227556215481,5,2,5,4,4,4,4,4,4,4,5,2.4849066497880004,2.5649493574615367,1,10,16,16
273,Female,Loyal Customer,64,Personal Travel,Eco,7.038783541388542,3,3,5,4,5,5,5,5,5,5,4,2.772588722239781,3.1780538303479458,1,15,20,25
274,Male,Loyal Customer,44,Personal Travel,Eco,7.640603826393634,1,1,1,1,1,3,3,4,4,4,1,1.3862943611198906,0.0,0,1,1,9
275,Female,Loyal Customer,57,Personal Travel,Eco,5.973809611869261,4,3,3,5,3,3,4,3,5,3,5,0.0,0.0,1,9,15,12
276,Male,Loyal Customer,40,Personal Travel,Eco,7.392647520721623,3,1,3,1,1,1,5,3,3,2,1,0.0,0.0,0,3,1,5
277,Female,disloyal Customer,22,Business travel,Eco,7.762170607138205,4,4,3,4,3,2,4,4,4,5,4,5.147494476813453,5.153291594497779,1,12,12,8
278,Male,Loyal Customer,38,Business travel,Business,8.144388865547622,1,4,5,4,5,5,5,5,5,5,4,0.0,0.0,1,20,20,25
279,Female,Loyal Customer,33,Business travel,Business,6.159095388491933,2,5,4,4,2,2,2,2,4,2,3,2.0794415416798357,2.4849066497880004,0,20,8,4
280,Female,Loyal Customer,55,Business travel,Business,8.33302993974291,2,2,2,2,3,1,4,3,2,2,2,4.882801922586371,4.795790545596741,0,4,6,4
281,Male,Loyal Customer,70,Personal Travel,Eco Plus,7.282761179605593,1,1,1,1,1,1,5,4,2,2,1,0.0,2.0794415416798357,0,1,1,5
282,Female,Loyal Customer,16,Business travel,Business,8.325306029752582,3,4,4,4,4,1,4,4,4,4,4,1.9459101490553132,0.0,1,16,16,4
283,Female,disloyal Customer,40,Business travel,Business,7.305188215393037,1,5,1,5,5,3,4,3,2,4,5,0.0,0.0,0,5,25,12
284,Female,disloyal Customer,26,Business travel,Business,7.938802248154481,1,4,1,4,4,3,3,5,3,4,4,0.0,0.0,0,4,16,9
285,Female,Loyal Customer,29,Business travel,Eco Plus,7.364547014255642,4,4,4,4,4,1,2,3,2,3,4,3.8501476017100584,4.276666119016055,0,16,16,2
286,Female,Loyal Customer,47,Business travel,Business,7.773173680482536,5,4,3,5,5,5,5,5,4,5,5,0.0,0.0,1,12,25,25
287,Female,disloyal Customer,47,Business travel,Eco Plus,7.627057417018934,2,2,2,2,2,2,4,4,1,3,2,0.0,0.0,0,4,4,8
288,Female,Loyal Customer,31,Personal Travel,Eco,7.6487397889562425,4,5,5,5,5,3,5,5,4,3,5,0.0,0.0,1,25,25,15
289,Male,Loyal Customer,41,Business travel,Business,8.236950048061455,2,3,2,3,2,2,3,2,2,2,1,3.044522437723423,2.833213344056216,0,6,6,6
290,Female,disloyal Customer,17,Business travel,Eco,7.506591780070841,3,5,3,5,5,3,3,2,1,2,5,0.0,0.0,0,15,25,9
291,Male,Loyal Customer,57,Business travel,Business,7.687997166393016,4,2,4,4,4,4,4,4,3,4,4,1.3862943611198906,3.044522437723423,1,8,16,16
292,Female,Loyal Customer,38,Business travel,Business,8.065265208897733,0,2,2,2,3,3,3,2,5,3,4,1.0986122886681098,0.0,1,4,6,9
293,Male,Loyal Customer,45,Business travel,Business,8.188966863648876,4,5,4,5,2,2,2,2,4,2,3,0.0,0.0,1,20,10,4
294,Male,Loyal Customer,46,Business travel,Business,7.646353722445999,3,3,4,5,4,4,4,4,3,4,5,0.0,0.0,1,12,20,16
295,Female,disloyal Customer,21,Business travel,Eco,8.043984431221553,4,4,4,4,4,5,2,5,4,5,4,2.6390573296152584,0.0,1,16,16,10
296,Male,Loyal Customer,68,Personal Travel,Eco,7.357556200910353,3,3,3,3,3,3,3,5,4,5,3,0.0,0.0,0,9,9,9
297,Male,Loyal Customer,53,Business travel,Business,8.294299608857235,2,5,5,5,4,5,5,4,5,5,5,4.976733742420574,4.927253685157205,1,25,20,25
298,Female,Loyal Customer,11,Personal Travel,Eco,7.628031126930335,2,2,4,4,3,3,4,3,5,3,4,3.4339872044851463,2.772588722239781,1,8,12,12
299,Female,Loyal Customer,49,Business travel,Business,7.522400231387125,4,5,4,5,5,5,5,5,3,5,3,2.772588722239781,2.5649493574615367,1,20,25,25
300,Female,Loyal Customer,21,Business travel,Business,7.761319180947987,2,2,2,2,2,4,2,2,4,3,2,2.5649493574615367,1.9459101490553132,0,4,4,8
301,Female,Loyal Customer,40,Business travel,Business,7.96311205897929,1,5,5,5,4,4,4,4,5,4,5,2.0794415416798357,0.0,1,25,20,16
302,Male,Loyal Customer,59,Personal Travel,Eco,8.064950891749143,2,2,2,2,2,4,3,3,5,4,2,0.0,0.0,0,4,4,12
303,Male,Loyal Customer,53,Business travel,Business,8.182838710766026,4,4,2,2,4,4,4,4,2,4,2,1.791759469228055,0.0,0,8,8,16
304,Female,disloyal Customer,20,Business travel,Business,7.811163385025279,2,5,2,5,5,1,2,3,4,3,5,0.0,3.091042453358316,0,10,25,2
305,Female,disloyal Customer,48,Business travel,Business,7.964155718840937,1,2,1,2,2,3,2,5,4,5,2,0.0,0.0,0,2,4,6
306,Female,Loyal Customer,71,Business travel,Business,4.219507705176107,3,4,4,3,3,3,3,3,2,3,1,0.0,0.0,0,16,9,9
307,Male,Loyal Customer,76,Business travel,Business,8.132118772955806,4,4,4,1,4,4,4,4,4,4,3,0.0,0.0,1,16,4,16
308,Female,Loyal Customer,57,Business travel,Business,6.371611847231857,2,3,5,2,4,4,5,4,5,4,3,0.0,0.0,1,15,8,20
309,Female,Loyal Customer,35,Business travel,Eco Plus,7.43543801981455,5,5,5,5,5,4,2,1,4,3,5,0.0,0.0,1,25,25,8
310,Female,disloyal Customer,50,Business travel,Business,7.948031990637284,5,5,5,2,5,4,4,5,3,5,5,0.6931471805599453,1.9459101490553132,1,25,10,16
311,Male,disloyal Customer,17,Business travel,Eco,7.84971375760487,4,4,2,2,3,2,3,4,2,4,2,4.941642422609304,4.770684624465665,0,8,6,6
312,Female,Loyal Customer,49,Business travel,Business,8.19891444498699,1,5,4,5,5,5,4,5,5,5,5,0.0,0.0,1,20,25,20
313,Female,Loyal Customer,53,Business travel,Business,5.762051382780177,0,3,5,2,1,1,1,1,1,1,3,1.6094379124341003,0.0,1,15,2,1
314,Male,Loyal Customer,48,Business travel,Business,7.332369205929062,5,4,4,5,4,4,4,4,4,4,5,2.833213344056216,3.332204510175204,1,16,20,16
315,Female,Loyal Customer,30,Business travel,Business,7.2991214627108,2,4,4,4,4,5,4,2,3,3,4,0.0,0.0,1,16,16,20
316,Female,Loyal Customer,24,Business travel,Business,7.589335823170617,3,3,3,3,3,3,2,3,4,3,3,2.4849066497880004,3.970291913552122,0,9,9,6
317,Male,Loyal Customer,50,Business travel,Business,8.240648863374913,5,2,4,4,4,4,5,4,5,4,3,3.58351893845611,2.995732273553991,1,8,16,20
318,Female,Loyal Customer,39,Business travel,Business,7.60688453121963,1,4,3,5,3,3,4,3,4,3,3,0.0,2.4849066497880004,1,12,15,12
319,Male,Loyal Customer,62,Personal Travel,Eco Plus,7.509883061154913,2,3,2,3,3,2,1,4,4,4,3,0.0,0.0,0,6,9,2
320,Male,disloyal Customer,37,Business travel,Eco,7.493873886783559,2,2,2,2,2,2,4,4,4,4,2,3.044522437723423,2.0794415416798357,0,4,4,8
321,Male,Loyal Customer,29,Personal Travel,Eco,7.226209010100671,2,3,2,3,3,5,5,5,3,5,3,0.0,0.0,0,6,9,25
322,Female,Loyal Customer,27,Personal Travel,Eco,8.045267716607803,1,5,5,5,5,5,3,1,5,5,5,0.0,0.0,1,25,25,15
323,Male,Loyal Customer,39,Business travel,Business,7.701652362642226,4,5,4,4,5,5,5,5,3,5,3,0.0,0.0,1,20,20,25
324,Male,Loyal Customer,17,Personal Travel,Eco,7.535830462798367,3,2,3,2,2,3,2,1,3,4,2,0.0,1.6094379124341003,0,6,4,6
325,Male,disloyal Customer,21,Business travel,Eco,7.884199933676039,5,3,5,3,3,5,3,4,5,4,3,0.0,0.0,1,15,9,15
326,Male,disloyal Customer,28,Business travel,Eco,7.917536353943631,2,1,2,1,1,3,3,3,2,3,1,3.8066624897703196,3.8501476017100584,0,2,1,9
327,Female,Loyal Customer,41,Business travel,Business,8.00202481821611,2,2,5,4,4,4,4,4,5,4,5,2.8903717578961645,2.6390573296152584,1,10,16,16
328,Male,disloyal Customer,23,Business travel,Eco,7.5480289699350145,2,5,2,5,5,1,3,4,5,2,5,3.044522437723423,0.6931471805599453,0,10,25,3
329,Male,Loyal Customer,29,Business travel,Business,8.272315147956022,4,4,4,4,4,2,3,2,4,1,4,2.302585092994046,3.9889840465642745,1,16,16,6
330,Male,Loyal Customer,58,Business travel,Business,7.351158226430694,4,4,4,4,4,4,4,4,1,4,1,2.4849066497880004,1.791759469228055,0,16,16,16
331,Female,Loyal Customer,44,Personal Travel,Eco,8.182838710766026,2,2,4,1,4,4,3,4,1,4,1,4.890349128221754,4.90527477843843,0,8,4,12
332,Female,Loyal Customer,25,Business travel,Business,7.993619994827744,1,4,4,4,4,3,4,4,3,4,4,0.0,0.0,1,16,16,12
333,Male,Loyal Customer,50,Business travel,Business,5.41610040220442,2,3,4,5,5,5,5,4,3,5,3,2.3978952727983707,2.70805020110221,1,12,25,25
334,Female,Loyal Customer,69,Business travel,Eco Plus,7.403670290012373,2,5,3,4,2,2,2,2,3,2,4,3.6109179126442243,2.1972245773362196,0,15,8,4
335,Male,Loyal Customer,59,Business travel,Business,7.355641102974253,5,2,4,5,4,4,4,4,3,4,5,0.0,0.0,1,8,20,16
336,Female,Loyal Customer,7,Personal Travel,Eco,7.976938756959434,4,5,4,5,5,1,1,3,5,4,5,0.0,2.833213344056216,0,20,25,1
337,Female,Loyal Customer,69,Personal Travel,Eco,6.113682179832232,4,5,4,5,2,2,4,2,3,2,5,0.0,0.0,1,20,10,8
338,Male,Loyal Customer,46,Business travel,Business,7.898411092811599,3,3,4,4,4,4,4,4,4,4,4,0.0,0.0,1,12,16,16
339,Female,disloyal Customer,52,Business travel,Business,7.374629015218945,1,2,1,2,2,5,3,4,4,5,2,4.07753744390572,3.784189633918261,0,2,4,15
340,Male,Loyal Customer,35,Personal Travel,Eco,7.562161631225652,3,5,3,5,5,4,5,5,3,4,5,0.0,3.044522437723423,0,15,25,20
341,Male,Loyal Customer,47,Business travel,Business,6.812345094177479,5,4,4,5,2,2,2,2,3,2,5,0.0,0.0,1,16,10,4
342,Male,Loyal Customer,58,Business travel,Business,5.493061443340548,4,2,4,4,5,5,5,5,3,5,3,0.0,0.0,1,8,20,25
343,Male,Loyal Customer,48,Personal Travel,Eco,8.067462667010057,3,2,4,3,2,3,5,3,5,5,2,3.9889840465642745,3.9318256327243257,0,8,6,15
344,Female,Loyal Customer,43,Business travel,Business,7.323170717943469,2,4,4,5,4,4,4,5,4,4,5,0.0,0.0,1,16,20,16
345,Male,Loyal Customer,55,Personal Travel,Eco,7.4821189235521155,2,4,2,4,4,3,4,4,5,4,4,2.6390573296152584,0.0,0,8,16,12
346,Female,Loyal Customer,15,Personal Travel,Eco,7.3777589082278725,0,4,4,4,3,3,3,3,3,3,5,2.0794415416798357,2.3978952727983707,1,16,12,9
347,Female,Loyal Customer,43,Business travel,Business,8.176391596633795,5,4,3,4,4,4,4,4,4,4,4,0.0,0.0,1,12,16,16
348,Male,Loyal Customer,60,Business travel,Business,6.61472560020376,5,2,4,4,3,3,4,3,4,3,5,0.0,0.0,1,8,12,12
349,Male,Loyal Customer,46,Business travel,Business,8.295049140435111,2,4,4,4,5,5,5,5,3,5,4,0.0,0.0,1,16,20,25
350,Male,Loyal Customer,72,Business travel,Business,7.5352967024440884,1,1,3,3,3,3,3,1,4,3,3,0.0,0.0,0,3,9,9
351,Female,Loyal Customer,30,Business travel,Business,7.81923445385907,1,4,4,4,4,4,3,5,3,5,4,0.0,0.0,1,16,16,12
352,Male,disloyal Customer,22,Business travel,Business,7.708410667257367,5,3,5,3,3,1,1,1,4,4,3,0.0,0.0,1,15,9,1
353,Male,Loyal Customer,42,Business travel,Business,7.499423290592229,5,3,4,5,4,4,4,5,5,4,3,0.0,0.0,1,12,20,16
354,Female,Loyal Customer,9,Personal Travel,Eco,8.086717920303906,4,1,4,3,4,4,4,4,1,4,3,2.4849066497880004,0.0,1,4,12,16
355,Female,Loyal Customer,69,Personal Travel,Eco,6.484635235635252,2,3,2,4,4,4,4,4,1,4,4,3.5263605246161616,3.1354942159291497,1,6,16,16
356,Female,Loyal Customer,61,Personal Travel,Eco,5.799092654460526,4,3,5,5,5,5,5,5,4,5,3,0.0,0.0,1,15,25,25
357,Male,Loyal Customer,64,Business travel,Eco,7.671826797878781,3,4,3,4,4,1,5,4,1,3,4,1.0986122886681098,0.0,0,12,16,5
358,Female,Loyal Customer,40,Business travel,Business,7.433666540166168,2,4,3,1,3,3,4,3,1,3,4,0.0,0.0,1,12,3,12
359,Female,Loyal Customer,49,Business travel,Business,6.54965074223381,3,2,1,3,2,2,2,2,3,2,5,2.0794415416798357,0.0,1,2,6,4
360,Female,Loyal Customer,53,Business travel,Business,7.377133712833954,1,4,5,5,5,5,5,5,3,5,5,1.0986122886681098,0.0,1,20,25,25
361,Male,Loyal Customer,12,Personal Travel,Eco,7.3453648404168685,3,3,3,1,3,5,4,4,4,5,3,0.0,1.791759469228055,0,9,3,20
362,Male,Loyal Customer,10,Personal Travel,Eco,7.633853559681768,1,2,1,2,2,4,2,4,5,5,2,0.0,0.0,0,2,4,8
363,Male,disloyal Customer,23,Business travel,Eco,7.707062655370473,0,3,0,3,3,4,4,1,4,3,3,0.0,0.0,1,0,9,16
364,Female,Loyal Customer,58,Personal Travel,Eco,6.434546518787453,0,3,1,4,1,1,0,1,3,1,3,0.0,0.0,1,3,4,0
365,Female,Loyal Customer,43,Business travel,Eco,6.999422467507961,2,5,3,4,2,2,2,2,3,2,1,0.0,1.3862943611198906,0,15,8,4
366,Female,Loyal Customer,16,Personal Travel,Eco,7.542213463193403,2,4,4,4,5,5,5,5,5,5,3,2.302585092994046,1.791759469228055,1,16,20,25
367,Male,Loyal Customer,36,Personal Travel,Eco,7.2254814727822945,2,4,2,3,4,4,2,4,5,5,4,0.0,3.295836866004329,0,8,12,8
368,Male,disloyal Customer,35,Business travel,Business,7.546446273746024,2,2,2,2,2,5,2,4,4,5,2,3.332204510175204,3.8501476017100584,0,4,4,10
369,Female,Loyal Customer,39,Business travel,Business,7.812782818577581,2,4,4,5,5,5,5,5,3,5,5,1.0986122886681098,0.0,1,16,25,25
370,Male,disloyal Customer,25,Business travel,Eco,8.046869510959576,3,3,3,3,3,3,4,3,4,3,3,3.044522437723423,0.6931471805599453,0,9,9,12
